# Columns: 1:(x-position), 2:(y-position), 3:(z-position), 4:(x-efield), 5:(y-efield), 6:(z-efield)| Cutoff:3.0 Angstroms | Units:(position-Angstroms, Electric Field-V/Angstrom)
1.138701593209884289e-01,4.229167008891788204e-01,1.242758783925327903e-01,2.263867040892145965e+01,1.079099738183539969e+01,2.439899853174907207e-01
1.634586712804015907e-01,1.415839233056467306e-01,1.091810230822363309e-01,2.512617428719656942e+01,3.428190749747851207e+00,-2.803765038926015407e+01
1.118136636682002666e-01,4.290794395540744460e-02,2.182661292389025121e-01,-2.431719094720723007e+01,2.494661133886284077e+01,2.874638598591769423e+01
2.302255561088389912e-01,1.565004561920320947e-01,2.830565074648135337e-01,-1.279886971984167232e+01,1.157524647703046838e+01,8.404185708679214883e-01
9.673465033978315142e-02,2.778062965276018037e-01,6.914225496695254602e-02,5.548332314890604522e+01,1.902788547693112520e+01,7.575603868622192039e+00
2.319876749284335293e-01,3.410406688984885526e-01,2.326180279923993344e-01,6.127915286528892835e+00,3.050604502475938062e+01,-2.946148456741123312e+01
7.484453584081897370e-02,2.593446938534175183e-01,2.114542391214592199e-01,3.366695996750280528e+01,-3.999755369374587843e+01,3.902591586161150872e+01
2.674289392847165603e-01,4.578395207882485218e-01,3.460597782958955981e-02,-2.026196281851115089e+01,-9.097864492328989527e+00,-1.509318429036061104e+01
1.343959398370537239e-01,2.651699928610968260e-01,3.430124653113194588e-01,-6.934098645539883421e+00,2.837546028537772713e+00,7.608823182966189869e+00
1.470683646526778354e-01,4.198032554169872643e-01,3.750599317020641976e-01,-2.482539903295153394e+01,2.046464819177101768e-01,-1.004879294720927341e+01
9.998248434500521531e-02,2.660616471426023311e-01,4.918205881699163062e-01,1.803399328788960787e+01,-2.189779466530661267e+01,-6.736231252795654711e+00
1.871037604526958609e-01,3.308413793836106898e-02,4.588580577747613520e-01,7.555809288359625953e+00,4.187587385301745257e+01,3.266571772688942055e-01
8.042808403331958012e-02,9.637973528504206744e-02,3.620368855828798305e-01,3.024992633876362191e+00,6.497046303438490433e+00,-1.266847145994945123e+01
2.692782398493121510e-01,-3.221851636348317758e-03,3.310048806238445329e-01,1.546790885163559537e+01,-6.705026542019176361e+00,-1.975932446138871512e+01
1.246313458628259957e-01,4.205516293405964778e-01,7.418419835107612492e-01,6.357969094217281736e+00,-1.457371370286691814e+01,-2.892590737821754132e+00
2.303966662310422409e-01,5.558572061856145718e-02,6.149724894181789470e-01,3.413177712630641736e-01,1.906907944727902660e+01,-8.034966263689380384e+00
1.607331210841705660e-01,3.476994022673434159e-01,6.127830705555080693e-01,9.815745530908145611e+00,8.598690957771916388e+00,-2.133185798780792197e+01
1.614866790600912039e-01,4.904270127253471667e-01,5.507149510116882141e-01,-3.388553628195882084e+01,2.261905251698470565e-01,-1.090490103895169582e+01
1.277848688233043373e-01,2.129127084301179473e-01,6.933119948428038137e-01,-2.940360724478004784e+01,4.003023769331436554e+00,-5.123036892609100335e+01
8.282268249514987413e-02,3.940225897383409226e-02,6.907655693624384918e-01,-4.305269762865258087e+01,1.846254165256842583e+01,-7.344774615689784625e+00
6.439218169551580440e-02,9.405110306325353831e-02,5.505330768300540356e-01,-2.887761460877992903e+00,4.126414753471326691e+01,1.921258519433731138e+01
1.064158593195037653e-02,5.173453685723444773e-01,6.495424372961129400e-01,-4.978606263538981125e+01,-2.698838872930070920e+01,-1.903873539483412003e+01
1.066137812702142168e-01,1.799523058719764423e-01,9.481272711193634573e-01,2.465524696411610250e+01,-1.999259575800430611e+01,-6.238304767579609944e+00
1.466734976523894618e-01,3.528399747492705352e-01,9.489706390987824314e-01,4.949245348152764734e+00,3.032726760259722809e+01,5.093038689773059957e+00
1.291491602461742605e-01,3.899362797743911868e-02,9.349054004867023426e-01,-8.374559040039152080e+00,-4.861093038135606115e+00,2.418636837471846945e+01
2.163008093680542643e-01,2.396596448464292373e-01,8.373566475963645228e-01,9.970413318406940562e+00,1.887768138816095842e+01,-1.525948664829769363e+01
1.755308433036615878e-01,7.288580877001869796e-02,7.977534618232087205e-01,4.367310744467676642e+00,9.005147859625077800e+00,2.266954940647023165e+01
